"DATE_GMT","TIME_GMT","SETTLEMENT_DATE","SETTLEMENT_PERIOD","EMBEDDED_WIND_FORECAST","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_FORECAST","EMBEDDED_SOLAR_CAPACITY"
"2025-04-25T00:00:00","18:00","2025-04-25T00:00:00",38,1107,6606,1687,18773
"2025-04-25T00:00:00","18:30","2025-04-25T00:00:00",39,1092,6606,910,18773
"2025-04-25T00:00:00","19:00","2025-04-25T00:00:00",40,1077,6606,368,18773
"2025-04-25T00:00:00","19:30","2025-04-25T00:00:00",41,1067,6606,95,18773
"2025-04-25T00:00:00","20:00","2025-04-25T00:00:00",42,1057,6606,0,18773
"2025-04-25T00:00:00","20:30","2025-04-25T00:00:00",43,1052,6606,0,18773
"2025-04-25T00:00:00","21:00","2025-04-25T00:00:00",44,1047,6606,0,18773
"2025-04-25T00:00:00","21:30","2025-04-25T00:00:00",45,1048,6606,0,18773
"2025-04-25T00:00:00","22:00","2025-04-25T00:00:00",46,1048,6606,0,18773
"2025-04-25T00:00:00","22:30","2025-04-25T00:00:00",47,1054,6606,0,18773
"2025-04-25T00:00:00","23:00","2025-04-25T00:00:00",48,1059,6606,0,18773
"2025-04-25T00:00:00","23:30","2025-04-26T00:00:00",1,1069,6606,0,18779
"2025-04-26T00:00:00","00:00","2025-04-26T00:00:00",2,1079,6606,0,18779
"2025-04-26T00:00:00","00:30","2025-04-26T00:00:00",3,1065,6606,0,18779
"2025-04-26T00:00:00","01:00","2025-04-26T00:00:00",4,1050,6606,0,18779
"2025-04-26T00:00:00","01:30","2025-04-26T00:00:00",5,1039,6606,0,18779
"2025-04-26T00:00:00","02:00","2025-04-26T00:00:00",6,1028,6606,0,18779
"2025-04-26T00:00:00","02:30","2025-04-26T00:00:00",7,1020,6606,0,18779
"2025-04-26T00:00:00","03:00","2025-04-26T00:00:00",8,1011,6606,0,18779
"2025-04-26T00:00:00","03:30","2025-04-26T00:00:00",9,1006,6606,0,18779
"2025-04-26T00:00:00","04:00","2025-04-26T00:00:00",10,1000,6606,0,18779
"2025-04-26T00:00:00","04:30","2025-04-26T00:00:00",11,998,6606,0,18779
"2025-04-26T00:00:00","05:00","2025-04-26T00:00:00",12,996,6606,0,18779
"2025-04-26T00:00:00","05:30","2025-04-26T00:00:00",13,997,6606,93,18779
"2025-04-26T00:00:00","06:00","2025-04-26T00:00:00",14,998,6606,301,18779
"2025-04-26T00:00:00","06:30","2025-04-26T00:00:00",15,1005,6606,653,18779
"2025-04-26T00:00:00","07:00","2025-04-26T00:00:00",16,1012,6606,1105,18779
"2025-04-26T00:00:00","07:30","2025-04-26T00:00:00",17,1023,6606,1620,18779
"2025-04-26T00:00:00","08:00","2025-04-26T00:00:00",18,1033,6606,2279,18779
"2025-04-26T00:00:00","08:30","2025-04-26T00:00:00",19,1048,6606,3145,18779
"2025-04-26T00:00:00","09:00","2025-04-26T00:00:00",20,1062,6606,4077,18779
"2025-04-26T00:00:00","09:30","2025-04-26T00:00:00",21,1080,6606,4932,18779
"2025-04-26T00:00:00","10:00","2025-04-26T00:00:00",22,1097,6606,5743,18779
"2025-04-26T00:00:00","10:30","2025-04-26T00:00:00",23,1118,6606,6560,18779
"2025-04-26T00:00:00","11:00","2025-04-26T00:00:00",24,1139,6606,7329,18779
"2025-04-26T00:00:00","11:30","2025-04-26T00:00:00",25,1163,6606,7982,18779
"2025-04-26T00:00:00","12:00","2025-04-26T00:00:00",26,1187,6606,8504,18779
"2025-04-26T00:00:00","12:30","2025-04-26T00:00:00",27,1175,6606,8877,18779
"2025-04-26T00:00:00","13:00","2025-04-26T00:00:00",28,1162,6606,9024,18779
"2025-04-26T00:00:00","13:30","2025-04-26T00:00:00",29,1153,6606,8873,18779
"2025-04-26T00:00:00","14:00","2025-04-26T00:00:00",30,1144,6606,8430,18779
"2025-04-26T00:00:00","14:30","2025-04-26T00:00:00",31,1138,6606,7755,18779
"2025-04-26T00:00:00","15:00","2025-04-26T00:00:00",32,1132,6606,7041,18779
"2025-04-26T00:00:00","15:30","2025-04-26T00:00:00",33,1131,6606,6441,18779
"2025-04-26T00:00:00","16:00","2025-04-26T00:00:00",34,1129,6606,5796,18779
"2025-04-26T00:00:00","16:30","2025-04-26T00:00:00",35,1131,6606,4932,18779
"2025-04-26T00:00:00","17:00","2025-04-26T00:00:00",36,1133,6606,3918,18779
"2025-04-26T00:00:00","17:30","2025-04-26T00:00:00",37,1139,6606,2872,18779
"2025-04-26T00:00:00","18:00","2025-04-26T00:00:00",38,1145,6606,1887,18779
"2025-04-26T00:00:00","18:30","2025-04-26T00:00:00",39,1134,6606,1045,18779
"2025-04-26T00:00:00","19:00","2025-04-26T00:00:00",40,1123,6606,437,18779
"2025-04-26T00:00:00","19:30","2025-04-26T00:00:00",41,1117,6606,117,18779
"2025-04-26T00:00:00","20:00","2025-04-26T00:00:00",42,1110,6606,0,18779
"2025-04-26T00:00:00","20:30","2025-04-26T00:00:00",43,1109,6606,0,18779
"2025-04-26T00:00:00","21:00","2025-04-26T00:00:00",44,1108,6606,0,18779
"2025-04-26T00:00:00","21:30","2025-04-26T00:00:00",45,1113,6606,0,18779
"2025-04-26T00:00:00","22:00","2025-04-26T00:00:00",46,1117,6606,0,18779
"2025-04-26T00:00:00","22:30","2025-04-26T00:00:00",47,1127,6606,0,18779
"2025-04-26T00:00:00","23:00","2025-04-26T00:00:00",48,1137,6606,0,18779
"2025-04-26T00:00:00","23:30","2025-04-27T00:00:00",1,1153,6606,0,18786
"2025-04-27T00:00:00","00:00","2025-04-27T00:00:00",2,1169,6606,0,18786
"2025-04-27T00:00:00","00:30","2025-04-27T00:00:00",3,1158,6606,0,18786
"2025-04-27T00:00:00","01:00","2025-04-27T00:00:00",4,1146,6606,0,18786
"2025-04-27T00:00:00","01:30","2025-04-27T00:00:00",5,1138,6606,0,18786
"2025-04-27T00:00:00","02:00","2025-04-27T00:00:00",6,1129,6606,0,18786
"2025-04-27T00:00:00","02:30","2025-04-27T00:00:00",7,1124,6606,0,18786
"2025-04-27T00:00:00","03:00","2025-04-27T00:00:00",8,1119,6606,0,18786
"2025-04-27T00:00:00","03:30","2025-04-27T00:00:00",9,1118,6606,0,18786
"2025-04-27T00:00:00","04:00","2025-04-27T00:00:00",10,1116,6606,0,18786
"2025-04-27T00:00:00","04:30","2025-04-27T00:00:00",11,1118,6606,0,18786
"2025-04-27T00:00:00","05:00","2025-04-27T00:00:00",12,1119,6606,0,18786
"2025-04-27T00:00:00","05:30","2025-04-27T00:00:00",13,1124,6606,108,18786
"2025-04-27T00:00:00","06:00","2025-04-27T00:00:00",14,1129,6606,332,18786
"2025-04-27T00:00:00","06:30","2025-04-27T00:00:00",15,1138,6606,692,18786
"2025-04-27T00:00:00","07:00","2025-04-27T00:00:00",16,1146,6606,1140,18786
"2025-04-27T00:00:00","07:30","2025-04-27T00:00:00",17,1160,6606,1644,18786
"2025-04-27T00:00:00","08:00","2025-04-27T00:00:00",18,1173,6606,2299,18786
"2025-04-27T00:00:00","08:30","2025-04-27T00:00:00",19,1192,6606,3174,18786
"2025-04-27T00:00:00","09:00","2025-04-27T00:00:00",20,1210,6606,4102,18786
"2025-04-27T00:00:00","09:30","2025-04-27T00:00:00",21,1234,6606,4917,18786
"2025-04-27T00:00:00","10:00","2025-04-27T00:00:00",22,1258,6606,5687,18786
"2025-04-27T00:00:00","10:30","2025-04-27T00:00:00",23,1286,6606,6499,18786
"2025-04-27T00:00:00","11:00","2025-04-27T00:00:00",24,1314,6606,7273,18786
"2025-04-27T00:00:00","11:30","2025-04-27T00:00:00",25,1345,6606,7913,18786
"2025-04-27T00:00:00","12:00","2025-04-27T00:00:00",26,1376,6606,8381,18786
"2025-04-27T00:00:00","12:30","2025-04-27T00:00:00",27,1368,6606,8659,18786
"2025-04-27T00:00:00","13:00","2025-04-27T00:00:00",28,1359,6606,8734,18786
"2025-04-27T00:00:00","13:30","2025-04-27T00:00:00",29,1354,6606,8591,18786
"2025-04-27T00:00:00","14:00","2025-04-27T00:00:00",30,1348,6606,8212,18786
"2025-04-27T00:00:00","14:30","2025-04-27T00:00:00",31,1346,6606,7615,18786
"2025-04-27T00:00:00","15:00","2025-04-27T00:00:00",32,1344,6606,6962,18786
"2025-04-27T00:00:00","15:30","2025-04-27T00:00:00",33,1346,6606,6382,18786
"2025-04-27T00:00:00","16:00","2025-04-27T00:00:00",34,1347,6606,5727,18786
"2025-04-27T00:00:00","16:30","2025-04-27T00:00:00",35,1352,6606,4842,18786
"2025-04-27T00:00:00","17:00","2025-04-27T00:00:00",36,1356,6606,3823,18786
"2025-04-27T00:00:00","17:30","2025-04-27T00:00:00",37,1364,6606,2812,18786
"2025-04-27T00:00:00","18:00","2025-04-27T00:00:00",38,1372,6606,1873,18786
"2025-04-27T00:00:00","18:30","2025-04-27T00:00:00",39,1363,6606,1062,18786
"2025-04-27T00:00:00","19:00","2025-04-27T00:00:00",40,1354,6606,462,18786
"2025-04-27T00:00:00","19:30","2025-04-27T00:00:00",41,1350,6606,132,18786
"2025-04-27T00:00:00","20:00","2025-04-27T00:00:00",42,1345,6606,0,18786
"2025-04-27T00:00:00","20:30","2025-04-27T00:00:00",43,1345,6606,0,18786
"2025-04-27T00:00:00","21:00","2025-04-27T00:00:00",44,1345,6606,0,18786
"2025-04-27T00:00:00","21:30","2025-04-27T00:00:00",45,1351,6606,0,18786
"2025-04-27T00:00:00","22:00","2025-04-27T00:00:00",46,1356,6606,0,18786
"2025-04-27T00:00:00","22:30","2025-04-27T00:00:00",47,1367,6606,0,18786
"2025-04-27T00:00:00","23:00","2025-04-27T00:00:00",48,1377,6606,0,18786
"2025-04-27T00:00:00","23:30","2025-04-28T00:00:00",1,1393,6606,0,18792
"2025-04-28T00:00:00","00:00","2025-04-28T00:00:00",2,1408,6606,0,18792
"2025-04-28T00:00:00","00:30","2025-04-28T00:00:00",3,1397,6606,0,18792
"2025-04-28T00:00:00","01:00","2025-04-28T00:00:00",4,1386,6606,0,18792
"2025-04-28T00:00:00","01:30","2025-04-28T00:00:00",5,1378,6606,0,18792
"2025-04-28T00:00:00","02:00","2025-04-28T00:00:00",6,1370,6606,0,18792
"2025-04-28T00:00:00","02:30","2025-04-28T00:00:00",7,1366,6606,0,18792
"2025-04-28T00:00:00","03:00","2025-04-28T00:00:00",8,1361,6606,0,18792
"2025-04-28T00:00:00","03:30","2025-04-28T00:00:00",9,1360,6606,0,18792
"2025-04-28T00:00:00","04:00","2025-04-28T00:00:00",10,1359,6606,0,18792
"2025-04-28T00:00:00","04:30","2025-04-28T00:00:00",11,1362,6606,0,18792
"2025-04-28T00:00:00","05:00","2025-04-28T00:00:00",12,1364,6606,0,18792
"2025-04-28T00:00:00","05:30","2025-04-28T00:00:00",13,1370,6606,142,18792
"2025-04-28T00:00:00","06:00","2025-04-28T00:00:00",14,1376,6606,383,18792
"2025-04-28T00:00:00","06:30","2025-04-28T00:00:00",15,1381,6606,720,18792
"2025-04-28T00:00:00","07:00","2025-04-28T00:00:00",16,1386,6606,1161,18792
"2025-04-28T00:00:00","07:30","2025-04-28T00:00:00",17,1397,6606,1715,18792
"2025-04-28T00:00:00","08:00","2025-04-28T00:00:00",18,1407,6606,4671,18792
"2025-04-28T00:00:00","08:30","2025-04-28T00:00:00",19,1424,6606,5698,18792
"2025-04-28T00:00:00","09:00","2025-04-28T00:00:00",20,1440,6606,6691,18792
"2025-04-28T00:00:00","09:30","2025-04-28T00:00:00",21,1462,6606,7695,18792
"2025-04-28T00:00:00","10:00","2025-04-28T00:00:00",22,1484,6606,8598,18792
"2025-04-28T00:00:00","10:30","2025-04-28T00:00:00",23,1511,6606,9252,18792
"2025-04-28T00:00:00","11:00","2025-04-28T00:00:00",24,1537,6606,9788,18792
"2025-04-28T00:00:00","11:30","2025-04-28T00:00:00",25,1568,6606,10335,18792
"2025-04-28T00:00:00","12:00","2025-04-28T00:00:00",26,1598,6606,10724,18792
"2025-04-28T00:00:00","12:30","2025-04-28T00:00:00",27,1579,6606,10764,18792
"2025-04-28T00:00:00","13:00","2025-04-28T00:00:00",28,1560,6606,10629,18792
"2025-04-28T00:00:00","13:30","2025-04-28T00:00:00",29,1544,6606,10454,18792
"2025-04-28T00:00:00","14:00","2025-04-28T00:00:00",30,1528,6606,10160,18792
"2025-04-28T00:00:00","14:30","2025-04-28T00:00:00",31,1516,6606,9732,18792
"2025-04-28T00:00:00","15:00","2025-04-28T00:00:00",32,1503,6606,9145,18792
"2025-04-28T00:00:00","15:30","2025-04-28T00:00:00",33,1495,6606,8316,18792
"2025-04-28T00:00:00","16:00","2025-04-28T00:00:00",34,1487,6606,7368,18792
"2025-04-28T00:00:00","16:30","2025-04-28T00:00:00",35,1485,6606,6392,18792
"2025-04-28T00:00:00","17:00","2025-04-28T00:00:00",36,1482,6606,5376,18792
"2025-04-28T00:00:00","17:30","2025-04-28T00:00:00",37,1485,6606,4333,18792
"2025-04-28T00:00:00","18:00","2025-04-28T00:00:00",38,1488,6606,3306,18792
"2025-04-28T00:00:00","18:30","2025-04-28T00:00:00",39,1472,6606,2313,18792
"2025-04-28T00:00:00","19:00","2025-04-28T00:00:00",40,1455,6606,1433,18792
"2025-04-28T00:00:00","19:30","2025-04-28T00:00:00",41,1445,6606,722,18792
"2025-04-28T00:00:00","20:00","2025-04-28T00:00:00",42,1434,6606,220,18792
"2025-04-28T00:00:00","20:30","2025-04-28T00:00:00",43,1430,6606,39,18792
"2025-04-28T00:00:00","21:00","2025-04-28T00:00:00",44,1425,6606,0,18792
"2025-04-28T00:00:00","21:30","2025-04-28T00:00:00",45,1426,6606,0,18792
"2025-04-28T00:00:00","22:00","2025-04-28T00:00:00",46,1427,6606,0,18792
"2025-04-28T00:00:00","22:30","2025-04-28T00:00:00",47,1434,6606,0,18792
"2025-04-28T00:00:00","23:00","2025-04-28T00:00:00",48,1441,6606,0,18792
"2025-04-28T00:00:00","23:30","2025-04-29T00:00:00",1,1454,6606,0,18799
"2025-04-29T00:00:00","00:00","2025-04-29T00:00:00",2,1466,6606,0,18799
"2025-04-29T00:00:00","00:30","2025-04-29T00:00:00",3,1454,6606,0,18799
"2025-04-29T00:00:00","01:00","2025-04-29T00:00:00",4,1442,6606,0,18799
"2025-04-29T00:00:00","01:30","2025-04-29T00:00:00",5,1434,6606,0,18799
"2025-04-29T00:00:00","02:00","2025-04-29T00:00:00",6,1426,6606,0,18799
"2025-04-29T00:00:00","02:30","2025-04-29T00:00:00",7,1421,6606,0,18799
"2025-04-29T00:00:00","03:00","2025-04-29T00:00:00",8,1416,6606,0,18799
"2025-04-29T00:00:00","03:30","2025-04-29T00:00:00",9,1415,6606,0,18799
"2025-04-29T00:00:00","04:00","2025-04-29T00:00:00",10,1413,6606,0,18799
"2025-04-29T00:00:00","04:30","2025-04-29T00:00:00",11,1416,6606,0,18799
"2025-04-29T00:00:00","05:00","2025-04-29T00:00:00",12,1419,6606,23,18799
"2025-04-29T00:00:00","05:30","2025-04-29T00:00:00",13,1425,6606,254,18799
"2025-04-29T00:00:00","06:00","2025-04-29T00:00:00",14,1431,6606,700,18799
"2025-04-29T00:00:00","06:30","2025-04-29T00:00:00",15,1433,6606,1495,18799
"2025-04-29T00:00:00","07:00","2025-04-29T00:00:00",16,1434,6606,2477,18799
"2025-04-29T00:00:00","07:30","2025-04-29T00:00:00",17,1440,6606,3560,18799
"2025-04-29T00:00:00","08:00","2025-04-29T00:00:00",18,1445,6606,4671,18799
"2025-04-29T00:00:00","08:30","2025-04-29T00:00:00",19,1456,6606,5698,18799
"2025-04-29T00:00:00","09:00","2025-04-29T00:00:00",20,1466,6606,6691,18799
"2025-04-29T00:00:00","09:30","2025-04-29T00:00:00",21,1481,6606,7695,18799
"2025-04-29T00:00:00","10:00","2025-04-29T00:00:00",22,1496,6606,8598,18799
"2025-04-29T00:00:00","10:30","2025-04-29T00:00:00",23,1515,6606,9252,18799
"2025-04-29T00:00:00","11:00","2025-04-29T00:00:00",24,1534,6606,9788,18799
"2025-04-29T00:00:00","11:30","2025-04-29T00:00:00",25,1557,6606,10335,18799
"2025-04-29T00:00:00","12:00","2025-04-29T00:00:00",26,1580,6606,10724,18799
"2025-04-29T00:00:00","12:30","2025-04-29T00:00:00",27,1564,6606,10764,18799
"2025-04-29T00:00:00","13:00","2025-04-29T00:00:00",28,1548,6606,10629,18799
"2025-04-29T00:00:00","13:30","2025-04-29T00:00:00",29,1536,6606,10454,18799
"2025-04-29T00:00:00","14:00","2025-04-29T00:00:00",30,1524,6606,10160,18799
"2025-04-29T00:00:00","14:30","2025-04-29T00:00:00",31,1518,6606,9732,18799
"2025-04-29T00:00:00","15:00","2025-04-29T00:00:00",32,1511,6606,9145,18799
"2025-04-29T00:00:00","15:30","2025-04-29T00:00:00",33,1510,6606,8316,18799
"2025-04-29T00:00:00","16:00","2025-04-29T00:00:00",34,1509,6606,7368,18799
"2025-04-29T00:00:00","16:30","2025-04-29T00:00:00",35,1514,6606,6392,18799
"2025-04-29T00:00:00","17:00","2025-04-29T00:00:00",36,1518,6606,5376,18799
"2025-04-29T00:00:00","17:30","2025-04-29T00:00:00",37,1527,6606,4333,18799
"2025-04-29T00:00:00","18:00","2025-04-29T00:00:00",38,1536,6606,3306,18799
"2025-04-29T00:00:00","18:30","2025-04-29T00:00:00",39,1520,6606,2313,18799
"2025-04-29T00:00:00","19:00","2025-04-29T00:00:00",40,1504,6606,1433,18799
"2025-04-29T00:00:00","19:30","2025-04-29T00:00:00",41,1493,6606,722,18799
"2025-04-29T00:00:00","20:00","2025-04-29T00:00:00",42,1481,6606,220,18799
"2025-04-29T00:00:00","20:30","2025-04-29T00:00:00",43,1475,6606,39,18799
"2025-04-29T00:00:00","21:00","2025-04-29T00:00:00",44,1468,6606,0,18799
"2025-04-29T00:00:00","21:30","2025-04-29T00:00:00",45,1466,6606,0,18799
"2025-04-29T00:00:00","22:00","2025-04-29T00:00:00",46,1464,6606,0,18799
"2025-04-29T00:00:00","22:30","2025-04-29T00:00:00",47,1467,6606,0,18799
"2025-04-29T00:00:00","23:00","2025-04-29T00:00:00",48,1469,6606,0,18799
